age,gender,study_hours,attendance,prev_grade,parent_education,internet_access,extra_classes,sleep_hours,stress_level,assignments_done,library_visits,sports,part_time_job,final_grade,pass_fail,grade_category
15,Male,5.9,96.2,51,None,1,1,6.5,Low,19,11,1,1,100.0,1,A
19,Female,4.0,89.5,43,Bachelor,1,1,7.1,Low,17,10,1,1,96.5,1,A
16,Female,9.7,87.5,86,Bachelor,0,0,4.8,Low,14,5,0,0,100.0,1,A
15,Female,5.4,52.1,48,None,1,1,4.2,Low,10,6,1,1,68.7,1,B
19,Male,2.8,88.3,78,Master,0,0,4.9,Low,17,5,0,0,78.4,1,B
16,Female,7.1,91.0,81,None,1,1,7.8,High,5,10,0,0,93.7,1,A
18,Female,2.7,57.3,67,Bachelor,1,0,4.4,High,0,5,0,0,31.3,0,F
20,Female,9.0,97.1,62,Master,1,1,5.1,Low,6,14,1,1,100.0,1,A
16,Female,3.7,43.0,84,High School,1,0,6.0,Medium,11,8,0,1,63.8,1,C
21,Female,5.5,49.0,79,None,1,0,4.5,Medium,19,7,0,0,80.2,1,A
17,Male,0.5,72.3,83,Bachelor,0,1,5.2,Medium,3,13,1,1,60.0,1,C
16,Male,4.3,74.5,61,High School,1,1,9.5,Medium,9,7,0,1,84.0,1,A
16,Male,8.3,78.7,63,None,1,0,4.1,Medium,1,5,0,0,64.5,1,C
20,Female,8.1,41.0,90,None,1,0,7.9,Low,8,4,1,0,74.7,1,B
17,Female,2.2,97.6,97,Master,1,0,6.3,High,9,8,0,0,84.2,1,A
21,Female,2.3,42.7,65,Bachelor,1,1,8.0,Low,19,11,1,0,87.8,1,A
19,Male,8.2,48.6,69,High School,1,1,7.5,Medium,10,1,1,1,82.7,1,A
19,Female,9.3,40.8,72,None,1,1,5.3,Medium,13,6,1,0,80.7,1,A
16,Female,1.0,74.0,55,Master,1,1,9.1,High,2,5,1,0,54.8,1,C
17,Female,4.5,95.9,61,High School,1,1,7.0,Low,0,6,1,0,91.9,1,A
17,Male,3.4,80.0,88,High School,1,0,8.9,High,6,11,1,1,69.3,1,B
21,Female,8.7,89.4,96,None,1,0,6.4,Medium,3,3,1,0,100.0,1,A
20,Male,0.8,40.8,89,High School,1,1,9.9,Medium,6,8,1,0,68.3,1,B
18,Female,2.1,72.5,82,None,1,1,8.6,High,15,6,1,0,77.3,1,B
19,Male,7.5,67.6,57,Master,0,1,9.8,Medium,9,1,1,0,93.0,1,A
20,Male,0.5,69.9,46,Master,1,1,7.1,Low,14,12,0,1,73.5,1,B
15,Male,4.9,44.3,89,High School,1,1,6.8,Medium,15,3,1,0,84.0,1,A
19,Female,4.4,81.1,65,None,0,1,8.5,Medium,5,4,0,0,71.1,1,B
20,Female,3.3,70.2,47,Bachelor,1,0,9.3,Low,3,1,0,0,60.3,1,C
19,Male,3.9,85.9,45,Master,1,0,9.8,Medium,3,9,0,0,64.7,1,C
18,Male,5.3,69.1,69,None,1,1,5.9,High,3,7,1,1,62.6,1,C
15,Female,1.6,49.0,78,None,1,1,8.8,High,16,0,0,0,62.0,1,C
18,Female,5.7,78.9,62,None,1,0,5.3,Medium,12,14,1,1,74.9,1,B
21,Male,8.1,50.3,71,High School,1,0,7.3,Low,1,2,0,0,61.2,1,C
15,Female,7.6,92.3,61,Bachelor,1,0,5.1,Low,19,14,0,0,100.0,1,A
16,Female,1.5,76.8,81,High School,1,0,6.1,High,5,13,0,1,55.9,1,C
20,Female,1.5,49.4,82,Master,1,1,9.6,Medium,0,0,1,0,59.4,1,C
15,Female,2.7,97.7,96,High School,1,0,4.9,Low,7,14,1,0,90.7,1,A
21,Male,3.6,71.1,84,None,1,1,7.8,Low,17,4,0,1,89.2,1,A
21,Female,4.1,44.4,48,High School,1,0,7.6,High,3,7,0,1,28.0,0,F
18,Female,6.8,77.6,70,None,1,1,4.7,High,4,6,1,0,72.1,1,B
19,Male,0.6,55.2,46,Bachelor,0,0,6.0,Low,4,8,0,0,42.7,1,D
15,Male,0.3,88.2,48,High School,1,1,7.4,High,14,1,0,0,61.6,1,C
20,Female,3.9,89.1,52,High School,1,1,5.1,Low,9,11,0,1,82.0,1,A
15,Female,7.0,98.7,97,High School,1,1,8.8,Medium,7,7,1,0,100.0,1,A
17,Female,1.9,70.1,42,None,1,0,9.8,High,6,7,0,1,39.4,0,F
19,Female,6.4,67.3,74,None,1,0,5.3,High,11,13,0,0,67.4,1,B
20,Male,2.6,85.2,72,High School,0,0,5.1,Medium,10,5,1,0,66.7,1,B
20,Male,8.9,47.9,60,High School,1,0,6.7,Low,12,2,1,0,78.0,1,B
16,Male,9.0,72.8,70,Bachelor,1,1,8.5,Low,14,1,0,0,100.0,1,A
18,Female,3.0,72.8,91,Bachelor,1,1,5.7,High,16,13,0,0,90.4,1,A
16,Female,2.3,45.4,73,Master,1,1,4.1,Low,17,7,0,0,78.5,1,B
20,Female,4.1,65.1,71,Bachelor,1,1,7.2,Low,7,5,0,1,80.5,1,A
19,Female,2.4,91.2,96,Bachelor,1,0,9.7,Medium,5,3,0,0,75.8,1,B
15,Male,6.7,91.4,74,Bachelor,0,0,6.3,Medium,10,4,0,0,79.4,1,B
15,Male,8.3,46.0,54,None,1,0,6.5,Medium,8,4,0,1,59.6,1,C
19,Female,6.7,45.4,95,Bachelor,1,1,9.8,High,4,12,1,1,75.4,1,B
20,Male,8.2,55.8,71,Bachelor,1,1,8.2,Medium,6,8,1,0,90.5,1,A
21,Female,4.0,92.5,45,High School,1,0,8.3,Medium,14,12,0,1,68.8,1,B
15,Female,1.6,47.7,84,None,1,0,7.4,Low,3,12,1,0,60.0,1,C
21,Male,7.4,83.2,60,Master,1,1,9.8,Medium,18,8,0,0,100.0,1,A
15,Female,3.6,46.1,72,Master,1,1,8.1,High,12,7,1,1,72.9,1,B
15,Female,6.7,77.4,71,Bachelor,0,1,9.4,Medium,0,7,0,1,78.1,1,B
18,Male,2.7,61.4,91,Master,1,0,8.2,High,0,11,1,1,57.2,1,C
18,Female,0.8,87.3,58,Master,1,0,8.4,Low,13,1,1,1,76.1,1,B
17,Female,9.9,54.0,72,Master,1,1,5.7,Low,8,13,0,0,100.0,1,A
16,Male,1.6,78.4,67,Bachelor,1,1,5.8,Medium,11,2,1,0,68.4,1,B
19,Female,9.9,54.1,70,Master,1,0,8.7,Low,17,13,1,0,100.0,1,A
19,Male,9.8,82.8,60,Bachelor,1,1,5.8,Medium,8,7,0,0,100.0,1,A
19,Female,7.9,92.4,93,High School,1,1,7.4,Low,7,12,1,0,100.0,1,A
17,Male,6.6,47.6,73,High School,1,0,5.5,High,13,4,1,0,59.7,1,C
18,Male,5.8,92.0,54,Master,1,0,8.9,Low,8,6,1,1,82.1,1,A
20,Male,8.7,75.6,53,High School,0,0,4.7,Medium,19,13,1,1,81.4,1,A
21,Female,2.9,47.6,58,Bachelor,1,0,9.0,Medium,1,7,0,0,39.2,0,F
21,Male,4.7,65.7,82,High School,0,1,7.6,Medium,0,5,1,0,65.9,1,B
20,Male,6.2,49.7,54,Master,1,0,5.1,High,12,14,1,1,62.5,1,C
17,Male,4.1,82.0,45,Bachelor,1,1,7.3,Low,9,4,0,0,74.8,1,B
20,Male,4.3,85.5,91,None,0,1,5.7,Medium,7,7,0,1,69.1,1,B
19,Male,3.3,46.3,48,Bachelor,0,0,5.9,High,6,0,1,0,24.9,0,F
16,Female,5.6,70.4,76,High School,0,0,6.1,High,11,0,1,0,56.9,1,C
15,Female,8.5,88.9,59,None,1,1,4.4,High,16,0,0,1,80.4,1,A
21,Female,2.0,96.2,73,Bachelor,0,1,9.9,Low,11,2,0,1,83.5,1,A
18,Female,9.3,70.8,77,None,1,1,4.2,Low,15,9,0,0,100.0,1,A
18,Female,6.9,97.0,65,None,0,0,8.0,Low,9,12,1,0,100.0,1,A
17,Female,8.2,72.1,57,None,1,0,6.2,High,11,11,1,1,76.4,1,B
18,Female,5.6,63.7,67,Bachelor,1,1,7.9,Low,10,5,0,0,90.6,1,A
19,Male,7.8,90.9,94,High School,1,1,6.1,Medium,13,5,0,1,100.0,1,A
21,Female,0.2,69.6,90,Bachelor,0,0,8.0,High,19,4,1,0,70.9,1,B
20,Male,8.2,68.3,48,High School,1,1,8.4,Low,12,12,0,0,93.4,1,A
19,Male,0.4,69.4,71,Bachelor,1,0,8.1,High,1,12,1,0,56.5,1,C
17,Female,8.9,90.8,98,Bachelor,1,1,4.7,High,19,13,0,0,100.0,1,A
19,Male,9.9,89.9,92,Bachelor,1,1,7.9,Low,6,6,0,0,100.0,1,A
20,Male,2.9,64.2,95,High School,1,0,5.7,High,0,4,0,0,44.3,1,D
16,Male,2.1,60.0,98,Bachelor,1,1,4.2,Low,2,13,1,0,85.3,1,A
17,Male,7.7,69.5,45,None,1,0,6.5,Low,19,1,1,0,90.5,1,A
16,Female,2.5,74.4,53,Bachelor,1,0,6.6,Low,11,3,1,0,65.5,1,B
15,Female,8.7,54.3,67,None,1,0,6.8,High,4,0,1,0,66.7,1,B
16,Female,1.0,87.6,97,Master,0,0,8.2,High,11,6,0,1,60.4,1,C
15,Female,1.3,69.2,63,Master,0,0,5.9,Low,2,3,0,0,39.4,0,F
15,Female,9.8,60.0,52,High School,0,1,5.9,High,19,12,0,0,93.7,1,A
16,Female,6.7,46.4,82,High School,1,1,4.4,Low,4,3,1,0,76.5,1,B
17,Female,8.5,54.3,51,Master,1,0,8.1,Medium,0,12,0,1,69.7,1,B
20,Female,3.2,97.0,90,Bachelor,1,1,7.4,High,15,3,1,0,90.9,1,A
19,Female,6.8,58.3,58,Bachelor,0,1,6.1,High,8,2,1,0,70.9,1,B
19,Female,5.9,50.1,60,Bachelor,1,1,8.2,Medium,9,7,0,0,77.7,1,B
20,Male,6.0,67.6,66,Master,1,1,7.2,Medium,9,3,1,1,83.0,1,A
21,Female,6.8,58.4,97,None,1,0,6.8,Medium,12,7,1,1,77.6,1,B
21,Male,5.8,42.1,58,High School,1,0,7.1,Low,15,8,1,0,76.7,1,B
15,Male,4.3,59.4,63,None,1,1,7.8,Low,19,0,1,0,85.4,1,A
15,Male,2.8,72.6,65,Master,1,0,8.0,Medium,3,14,1,0,76.8,1,B
17,Male,7.7,73.1,84,None,1,0,5.7,Low,13,3,0,0,89.1,1,A
18,Female,2.3,61.4,67,Bachelor,1,0,4.8,High,16,5,1,1,52.2,1,C
16,Male,6.9,66.8,85,Bachelor,1,0,4.9,Medium,4,7,0,0,76.2,1,B
15,Female,2.3,97.9,95,None,1,0,7.8,High,12,13,0,0,86.4,1,A
19,Female,6.3,62.6,57,Master,1,0,9.2,Low,2,5,1,0,68.2,1,B
17,Male,7.5,55.5,83,None,1,0,6.5,Medium,4,11,1,0,78.1,1,B
16,Female,2.2,54.6,75,Bachelor,0,1,5.0,Low,15,5,0,0,70.1,1,B
17,Male,0.6,67.5,81,Bachelor,1,1,8.5,High,18,9,0,1,68.6,1,B
16,Male,1.3,85.6,68,Master,1,0,9.0,Low,18,3,1,0,92.8,1,A
16,Female,6.1,52.4,56,None,1,0,9.3,High,16,8,1,0,74.7,1,B
20,Female,8.5,82.6,43,Bachelor,1,0,7.6,Low,17,6,0,0,100.0,1,A
15,Male,0.4,41.3,83,Bachelor,1,0,9.2,High,17,13,1,0,75.4,1,B
17,Female,7.3,65.1,84,None,1,0,4.1,Low,7,10,0,0,82.8,1,A
17,Female,3.4,86.6,98,None,1,0,4.6,Medium,17,5,1,0,85.9,1,A
20,Female,4.8,60.3,68,High School,1,1,4.6,Medium,8,0,1,0,72.6,1,B
19,Male,9.3,73.8,43,Master,1,1,8.3,Low,18,1,1,1,100.0,1,A
19,Male,3.3,52.3,49,Master,1,0,4.4,High,9,11,1,0,54.1,1,C
21,Female,4.7,84.5,64,None,1,0,7.0,Low,1,5,0,0,72.8,1,B
15,Female,0.1,43.1,70,Master,0,1,6.8,Medium,16,10,1,0,71.0,1,B
15,Female,0.8,91.2,42,Bachelor,1,1,5.9,High,12,14,0,0,72.5,1,B
18,Female,2.6,51.9,86,None,1,1,9.2,Low,10,0,0,0,70.3,1,B
20,Female,0.3,92.5,41,None,1,1,5.0,Low,15,14,0,0,79.1,1,B
19,Male,6.3,61.2,96,None,1,0,6.1,High,19,14,0,0,90.8,1,A
16,Female,4.3,83.4,64,High School,1,0,8.6,Low,6,10,0,1,77.1,1,B
17,Male,5.5,59.2,88,Master,0,1,4.2,Medium,2,4,0,0,69.2,1,B
15,Female,1.7,94.4,45,High School,1,0,8.0,Medium,15,0,1,0,74.9,1,B
17,Male,3.0,47.6,65,Bachelor,1,1,8.9,High,18,12,1,1,74.1,1,B
17,Female,6.6,50.7,47,Master,0,1,9.6,Low,19,2,0,0,79.8,1,B
18,Male,9.7,69.6,74,High School,0,1,9.3,Low,15,11,1,0,100.0,1,A
19,Female,0.5,44.9,66,None,1,0,5.9,Medium,1,11,0,0,35.3,0,F
15,Male,8.9,51.8,64,High School,1,1,7.5,High,13,11,0,1,81.3,1,A
17,Male,5.8,96.6,57,None,1,0,4.5,High,19,6,0,0,81.8,1,A
15,Male,5.6,98.6,93,High School,1,0,5.5,High,9,4,0,0,78.3,1,B
16,Male,5.0,62.6,40,High School,1,0,4.6,Medium,18,14,0,1,67.0,1,B
18,Male,0.7,95.4,87,High School,1,1,5.9,Medium,10,11,1,0,91.5,1,A
16,Male,0.9,72.7,78,None,1,1,9.3,High,17,14,0,1,85.5,1,A
15,Female,6.0,56.2,42,High School,1,0,6.1,High,10,9,0,1,57.7,1,C
21,Male,3.4,82.1,94,Master,1,0,7.4,Low,8,0,0,0,78.7,1,B
15,Female,9.2,79.5,43,Master,1,1,6.6,Low,18,0,1,1,100.0,1,A
19,Female,4.1,99.3,80,Master,1,1,6.8,High,19,14,0,1,100.0,1,A
17,Female,1.4,55.9,76,None,1,1,9.8,Medium,9,7,1,1,67.8,1,B
17,Female,7.1,80.3,90,None,0,1,5.8,Medium,2,10,0,0,82.3,1,A
16,Female,2.9,43.1,54,Master,0,0,7.8,Low,2,13,0,1,48.5,1,D
18,Male,5.3,46.8,47,Master,1,1,6.5,High,7,12,0,0,73.3,1,B
21,Male,7.0,40.2,77,Master,1,0,4.4,Medium,5,8,1,1,54.9,1,C
20,Male,9.0,100.0,89,Bachelor,0,1,6.9,Medium,19,6,1,0,100.0,1,A
17,Female,7.9,88.1,58,Master,1,1,8.9,Medium,0,12,0,0,100.0,1,A
19,Male,6.8,87.2,95,High School,1,0,4.6,Medium,19,2,0,0,97.4,1,A
16,Male,6.8,70.6,86,Bachelor,1,0,4.4,Low,5,11,0,0,87.6,1,A
16,Male,9.5,58.0,65,Bachelor,1,1,4.9,Medium,1,5,0,0,76.2,1,B
20,Male,3.0,49.1,78,None,1,0,8.6,Medium,18,2,0,0,76.5,1,B
19,Male,0.0,57.1,49,High School,1,0,8.3,High,6,9,1,0,46.7,1,D
18,Female,2.7,62.6,77,None,1,1,7.4,High,10,3,1,0,65.5,1,B
19,Male,2.2,85.4,53,None,1,0,6.8,Low,10,11,0,0,79.9,1,B
18,Female,6.6,72.4,88,High School,0,1,9.3,Low,3,3,1,0,90.0,1,A
19,Female,6.3,44.6,80,None,1,0,8.6,Low,19,2,1,1,82.6,1,A
19,Female,5.9,41.1,58,High School,1,1,8.9,Low,15,9,0,0,93.0,1,A
15,Female,0.2,46.1,69,High School,0,0,8.9,Medium,4,5,0,0,30.6,0,F
16,Female,7.3,64.6,44,None,1,0,7.9,High,6,4,1,0,59.8,1,C
